;atomization_energy;atomtypes;coordinates;dipole;forces;heavy;name;nuclear_charges;size;smiles;total_energy
20;-494.71647711606226;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.316203, -0.021479, 0.033154], [0.952329, -0.155143, 0.438236], [-0.557696, 1.01744, -0.174405], [-0.736173, -0.593768, -0.963013], [-0.809945, -0.265997, 0.970541], [1.587491, -0.062616, -0.331885]];[0.0185, 0.3559, -1.4689];[[-70.39860403884786, -0.801879469629027, -39.41868633828896], [103.0455975937666, -16.62834053872659, -34.50520478981523], [-5.6591388703585235, 14.480407132625157, -4.841637394182998], [27.438268652419314, 13.738702152308568, 57.574120113583135], [-29.332591695829606, -9.813888234021878, -9.889498555975564], [-25.093531641149895, -0.9749998567351753, 31.080906964679617]];2;mc_amon00005_001_021;[6, 8, 1, 1, 1, 1];6;CO;-72576.03124932892
21;-494.6412123747164;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.310694, -0.026027, 0.05879], [0.97213, -0.179909, 0.429584], [-0.505695, 0.939935, -0.318815], [-0.734061, -0.573504, -0.853269], [-1.037179, -0.120212, 0.797064], [1.39832, 0.280765, -0.310249]];[-0.4196, 1.0536, -1.4268];[[-63.71450548498854, -1.8955479965575937, -71.73922098579426], [44.03435367269507, -4.924763449967842, -6.716043387194399], [-1.4895418412959938, 48.497480544362304, -5.4578599765381535], [22.962045573047543, -14.509317449886701, 22.387817657447947], [-20.96153344020106, -17.645514121196257, 47.10020269588222], [19.16918152074298, -9.522338712574959, 14.425102810375604]];2;mc_amon00005_001_022;[6, 8, 1, 1, 1, 1];6;CO;-72575.95598458758
22;-495.1388738234109;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.349321, 0.000538, 0.052129], [0.962071, -0.192286, 0.405332], [-0.354225, 1.010451, -0.315418], [-0.585247, -0.802968, -0.728035], [-0.942253, -0.193041, 0.919302], [1.624811, 0.437306, -0.105983]];[-0.2196, 1.3092, -1.0969];[[14.147340830306861, -27.819492333503348, -47.13200048740676], [106.89465177664697, 25.56583942310254, -2.6654589164305063], [-35.6274646481422, 13.445715415745935, -10.579709257084495], [-10.340454444055712, 30.360834917824974, 11.528463336463235], [-18.07944873388788, 5.4278942785398225, 14.876246058182058], [-56.99462359504698, -46.980791701709926, 33.97245926627647]];2;mc_amon00005_001_023;[6, 8, 1, 1, 1, 1];6;CO;-72576.45364603627
23;-492.70413078865096;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.345097, -0.004724, 0.008748], [0.98369, -0.192999, 0.429414], [-0.515996, 1.122528, -0.23706], [-0.821182, -0.80556, -0.647657], [-0.961851, -0.230654, 0.954964], [1.648305, 0.402284, -0.150227]];[-0.2462, 1.1286, -1.23];[[-39.985570464110026, 15.18011744618619, 44.73831752637165], [59.14708683756921, 37.651855659524195, -50.61154927284457], [-4.843087653330286, -49.55134105855625, -4.443258439931499], [27.073001379418603, 29.388494857710704, -8.52204529278856], [17.268737269059347, 17.363512830864593, -22.507438541946545], [-58.66016855442792, -50.03263973572945, 41.345974021139526]];2;mc_amon00005_001_024;[6, 8, 1, 1, 1, 1];6;CO;-72574.01890300152
24;-483.0489041815041;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.394461, 0.000866, 0.036508], [1.032713, -0.142274, 0.440479], [-0.801867, 1.05522, -0.002963], [-0.44912, -0.570874, -0.85182], [-1.1952, -0.310921, 0.671337], [1.588517, -0.511217, -0.435508]];[-0.7744, -0.4988, -1.7621];[[34.6637751526064, 34.02766635119971, 1.3762212240496732], [3.0142966387479215, -22.479147223274435, -64.68925157601846], [34.30962613779454, -8.273756894981334, -22.89475971488287], [-19.3690967203529, -1.163033129398388, -31.84397095379501], [7.679710352130208, -38.89336998364453, 36.83438145723288], [-60.29831156092616, 36.781640880098976, 81.21738074923485]];2;mc_amon00005_001_025;[6, 8, 1, 1, 1, 1];6;CO;-72564.36367639437
25;-479.14000835998166;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.336597, 0.004578, 0.049939], [0.975822, -0.197483, 0.441101], [-0.644489, 0.975169, -0.420394], [-0.354461, -0.536602, -0.828649], [-0.972107, -0.219241, 0.971654], [1.3297, 0.227437, -0.490864]];[-0.6619, 0.7602, -1.7187];[[-43.800716093992285, 22.038269628320045, 43.95774370359407], [63.27113648000271, 71.9363459484675, -82.08182888088143], [12.083478579369169, 11.08675803841415, 30.39095477256014], [-45.393400650440434, -60.85779972084237, -39.273522868318096], [4.883571584064872, -2.6198629111383087, -41.95461327786352], [8.955930100995975, -41.58370979739996, 88.96126655090886]];2;mc_amon00005_001_026;[6, 8, 1, 1, 1, 1];6;CO;-72560.45478057284
26;-501.33748708258855;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.362443, -0.001196, 0.021609], [0.995734, -0.181117, 0.425999], [-0.493271, 1.028517, -0.219374], [-0.79364, -0.756075, -0.737215], [-0.998616, -0.247885, 0.903211], [1.65194, 0.246671, -0.135412]];[-0.3333, 1.0006, -1.2991];[[-0.07485376812214714, -42.643047619035706, 13.562585195402585], [-10.405203830988949, -17.882614297372527, 7.6604976794365385], [-16.145237041911386, 19.17653716873205, -16.170787928131016], [26.846061318020713, 29.20367278845784, 7.913577980117182], [14.074210060174094, 10.15926217304475, -4.111778766181539], [-14.294976737172325, 1.9861897861735982, -8.854095346464804]];2;mc_amon00005_001_027;[6, 8, 1, 1, 1, 1];6;CO;-72582.65225929544
27;-500.1042634208632;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.395229, -0.008332, 0.042758], [1.007856, -0.160447, 0.437908], [-0.440547, 1.053801, -0.248238], [-0.644288, -0.631782, -0.920819], [-0.983059, -0.326334, 0.874236], [1.619999, -0.03445, -0.331001]];[-0.5386, 0.3964, -1.6313];[[65.46647308268045, -3.525057039972108, -66.29109185681348], [-5.93431931799583, -11.230106016353536, -14.156140808337952], [-25.17739764927154, -4.269545142299068, 7.63850544219566], [6.450757430419701, 19.649832739621477, 41.38394994034794], [-12.538312102291208, 1.3160479205582876, 13.062538687388328], [-28.26720144354157, -1.9411724615550527, 18.362238595219498]];2;mc_amon00005_001_028;[6, 8, 1, 1, 1, 1];6;CO;-72581.41903563372
28;-481.0623503760089;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.288512, -0.0214, 0.004084], [0.948498, -0.175507, 0.431132], [-0.751533, 1.159824, -0.034565], [-0.683923, -0.746324, -0.722346], [-0.973643, -0.134436, 0.992623], [1.622727, 0.118217, -0.284328]];[0.1855, 0.4232, -1.4193];[[-149.78572098375307, 72.17146224602283, 73.55228208411435], [115.04202267802482, 12.08939938388463, -28.850580340203823], [40.23096664437004, -60.64560771587524, -31.380371841652405], [3.183149255885886, 12.73917714456423, -8.640333314424078], [31.310826994382598, -19.235028977970895, -44.08562976082905], [-39.98124340308921, -17.11940208062556, 39.40463198717396]];2;mc_amon00005_001_029;[6, 8, 1, 1, 1, 1];6;CO;-72562.37712258886
29;-458.0957044255199;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.392158, -0.02029, 0.01481], [0.988509, -0.111497, 0.441804], [-0.483588, 1.217365, 0.028707], [-0.682764, -0.588764, -0.859862], [-0.851492, -0.548433, 0.844528], [1.837087, -0.620928, -0.360427]];[-0.4076, -0.7673, -1.5671];[[49.01523136069137, 60.4109266146462, 29.981290359351377], [97.71720081646332, -60.57469798857393, -83.08513191449924], [-23.100821025008237, -79.5407542921177, -11.61812919535298], [3.1173705762790234, 11.382224326797695, -18.103229189276032], [-23.386567138223903, 13.945311311760218, 6.795412761884717], [-103.36241577602263, 54.3769900274875, 76.02978717789216]];2;mc_amon00005_001_030;[6, 8, 1, 1, 1, 1];6;CO;-72539.41047663838
30;-472.55002308936736;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.422687, -0.01798, 0.02638], [1.039025, -0.125511, 0.461788], [-0.546909, 0.978538, -0.089906], [-0.516063, -0.382591, -1.081261], [-1.026289, -0.385546, 0.891491], [1.46647, -0.585292, -0.533452]];[-1.0492, -0.3431, -1.835];[[67.58856744804648, -59.6210986443744, -6.422883520758094], [-2.2825822007991974, -58.89970203540405, -132.55308722246014], [-21.180661312504643, 83.19333571390375, -0.7882128819982093], [-12.283906053673794, -7.6618424005101495, 55.59411201255656], [1.9167338754827297, -6.6997478342900445, -30.212396210106927], [-33.758150570730514, 49.68905520067489, 114.3824654511247]];2;mc_amon00005_001_031;[6, 8, 1, 1, 1, 1];6;CO;-72553.86479530223
31;-500.5560639671718;['C', 'O', 'H', 'H', 'H', 'H'];[[-0.347227, 0.009942, 0.026978], [0.992813, -0.199743, 0.438163], [-0.728968, 1.009975, -0.317396], [-0.702221, -0.71373, -0.804823], [-0.928443, -0.188053, 0.932671], [1.577993, 0.29398, -0.248314]];[-0.3519, 1.057, -1.3827];[[-33.76433937080385, -22.949149769100895, -13.729363811519613], [25.780891628448455, 49.406098138574855, -57.64434087885291], [27.535599658592844, -5.668428592484322, 6.334672664299849], [15.77697557075295, 17.71312252268723, 27.509568514846922], [-4.7236588718422, -6.038858930347903, -3.6387642348815654], [-30.605469800969246, -32.46278218350791, 41.16822893192837]];2;mc_amon00005_001_032;[6, 8, 1, 1, 1, 1];6;CO;-72581.87083618004
