;atomization_energy;atomtypes;coordinates;dipole;forces;heavy;name;nuclear_charges;size;smiles;total_energy
20;-552.2611440228737;['C', 'C', 'H', 'H', 'H', 'H'];[[0.631116, -0.133525, 0.122654], [-0.653742, 0.118651, -0.113826], [1.089736, -1.098179, -0.127636], [1.276425, 0.625762, 0.668891], [-0.783143, 1.18206, 0.058475], [-1.298564, -0.558369, -0.718814]];[0.1363, 0.0498, -0.1769];[[21.44955809438441, -9.210723913097574, 17.66993491995279], [26.522124651986122, 9.84406737980967, -20.834982617471265], [0.8738647366250181, 6.498221103869688, 5.115142276673028], [-17.365034239275033, -24.307235045972632, -20.013501525843328], [-37.59072539844339, -1.477119179949317, 0.16538883384342098], [6.110212154722876, 18.65278965534016, 17.898018112845353]];2;mc_amon00011_001_021;[6, 6, 1, 1, 1, 1];6;C=C;-49286.46498613601
21;-558.8430585803975;['C', 'C', 'H', 'H', 'H', 'H'];[[0.637794, -0.145022, 0.126298], [-0.641904, 0.155069, -0.134449], [1.064402, -1.145979, -0.070954], [1.321118, 0.569503, 0.642738], [-1.084526, 1.082237, 0.151642], [-1.262077, -0.629133, -0.612633]];[-0.0284, -0.0351, 0.0982];[[4.5815749791448495, 6.434155935683783, 12.748331683090038], [19.710695005144405, -40.44043600420048, -6.417858011137321], [-6.266008882072095, 14.553655299042129, -2.1865223947940207], [-13.324020530226399, -12.156181268101962, -10.912595314602797], [-7.605374787808031, 14.710604644454442, -0.006768666568044102], [2.90313421581727, 16.898201393122086, 6.775412704012147]];2;mc_amon00011_001_022;[6, 6, 1, 1, 1, 1];6;C=C;-49293.04690069353
22;-546.3682659296844;['C', 'C', 'H', 'H', 'H', 'H'];[[0.641077, -0.151248, 0.09092], [-0.654987, 0.163203, -0.117734], [1.110899, -1.195136, 0.14355], [1.208739, 0.594694, 0.678104], [-0.985974, 1.041592, 0.222733], [-1.177167, -0.6232, -0.687846]];[-0.1121, -0.0482, 0.2594];[[1.470597164160207, -5.065359137244223, 50.21941129479272], [75.89879189785736, -121.94211853660896, -45.97666215081847], [-19.229348895129103, 36.2782124104428, -23.803613287484886], [2.648625000768286, -9.366942792741508, -9.727443065110904], [-43.174261061774544, 79.95635966879982, 16.44759413643139], [-17.614405291703253, 20.13984838735208, 12.840714258011207]];2;mc_amon00011_001_023;[6, 6, 1, 1, 1, 1];6;C=C;-49280.57210804282
23;-545.0861474200008;['C', 'C', 'H', 'H', 'H', 'H'];[[0.650279, -0.134312, 0.155016], [-0.629083, 0.162241, -0.151731], [0.83948, -1.192752, -0.134553], [1.26684, 0.543195, 0.476163], [-1.178154, 1.014386, 0.263249], [-1.202278, -0.681904, -0.613627]];[-0.0167, -0.0465, 0.1335];[[-126.3448847450585, -101.94759370506983, -74.98348627290832], [0.6841855443408447, -30.59098855427531, 19.020155831603912], [26.614584305275713, 25.02133292636444, 8.220962955900065], [92.56663450748701, 79.32838204235055, 53.97565482135196], [5.5556226215748135, 2.6665154829883417, -16.95787428012929], [0.9238577663801287, 25.5223518076418, 10.724585758360636]];2;mc_amon00011_001_024;[6, 6, 1, 1, 1, 1];6;C=C;-49279.289989533136
24;-549.311182075342;['C', 'C', 'H', 'H', 'H', 'H'];[[0.670169, -0.117021, 0.124225], [-0.646703, 0.144814, -0.13414], [0.89631, -1.194828, -0.084762], [1.395483, 0.464865, 0.756306], [-1.182559, 1.068462, 0.082364], [-1.405899, -0.645722, -0.619469]];[-0.11, -0.053, 0.2282];[[-46.58158978764795, -31.13618875632916, 7.910771141685759], [-5.443402446265274, -29.74418899735405, -12.210247593172635], [12.945193393489602, 26.405929604508387, 3.078214765123309], [-22.04639250253012, -6.593569417243326, -24.558282849369178], [9.666898599630064, 4.127005894317533, 2.682968750092689], [51.45929274332367, 36.94101048627957, 23.096574599819]];2;mc_amon00011_001_025;[6, 6, 1, 1, 1, 1];6;C=C;-49283.51502418848
25;-557.1114471905169;['C', 'C', 'H', 'H', 'H', 'H'];[[0.651436, -0.144401, 0.134503], [-0.652794, 0.125861, -0.127476], [1.122688, -1.092316, -0.147293], [1.288385, 0.608438, 0.643567], [-1.002049, 1.164221, 0.037017], [-1.372455, -0.459604, -0.641092]];[0.0262, 0.051, -0.1339];[[-28.498179225623442, 5.359001632848922, -4.5265315375268615], [46.72107910388228, 42.016769274154804, 11.080493345793446], [-3.8464524914910516, 4.596663366217693, 5.8592331289473805], [-9.913513803932121, -12.56890272798424, -10.27364528595417], [2.0327154751710075, -14.751637610336367, 7.07527838850071], [-6.495649058006674, -24.65189512072186, -9.214828039760503]];2;mc_amon00011_001_026;[6, 6, 1, 1, 1, 1];6;C=C;-49291.31528930365
26;-535.1745980646452;['C', 'C', 'H', 'H', 'H', 'H'];[[0.598547, -0.148454, 0.187944], [-0.595831, 0.118776, -0.154725], [1.162101, -1.056403, -0.491536], [1.195156, 0.719462, 0.47552], [-0.925188, 1.187071, 0.055415], [-1.417181, -0.48884, -0.495843]];[-0.1888, 0.3073, -0.3787];[[130.80097139713664, -65.01612907826342, -69.62841445102761], [-114.6541512841201, 75.60270542506332, 7.491594071993315], [-31.40334949618797, 48.601583774567025, 68.62796213122017], [10.522155432298225, -14.356491204274164, 6.403330517422342], [-1.0725431248771116, -30.94650956404499, 0.47334181791048136], [5.8069182615713455, -13.885158167226727, -13.367812901697642]];2;mc_amon00011_001_027;[6, 6, 1, 1, 1, 1];6;C=C;-49269.37844017778
27;-555.0288826784488;['C', 'C', 'H', 'H', 'H', 'H'];[[0.652882, -0.166532, 0.151142], [-0.648024, 0.16234, -0.147379], [1.147125, -1.083301, -0.193019], [1.258872, 0.642268, 0.580057], [-1.092849, 1.049714, 0.10108], [-1.354618, -0.557042, -0.547731]];[-0.0373, 0.059, -0.0454];[[-47.92241662492065, 34.44358597046076, -23.173596048825235], [66.26883043819366, -79.82878073921745, 3.6485875764810185], [-7.682129427077441, 5.298139367325995, 9.184147291667477], [2.456372576800045, -12.698215327945459, -0.8149792347967186], [-17.431838654092367, 58.28846820221703, 18.408837805122168], [4.31118169109675, -5.503198658661944, -7.252996203827654]];2;mc_amon00011_001_028;[6, 6, 1, 1, 1, 1];6;C=C;-49289.23272479158
28;-541.6177133623254;['C', 'C', 'H', 'H', 'H', 'H'];[[0.629691, -0.177139, 0.157928], [-0.631872, 0.155714, -0.151762], [1.20144, -1.078894, -0.142768], [1.018991, 0.726618, 0.381192], [-0.901627, 1.152352, 0.309882], [-1.26377, -0.597722, -0.621896]];[0.0513, 0.0544, -0.1217];[[-39.153281799409, -37.19295002710764, -48.21368747842021], [10.741423231486014, -16.482788119450483, 25.330012818736726], [-11.669194207339608, 16.522954250142984, 8.654641431244332], [72.48396641128964, 50.968417375329956, 40.21366907267626], [-15.619951518614325, -28.83750547727823, -30.02504004126473], [-16.782962117412715, 15.021873184184475, 4.040404197027618]];2;mc_amon00011_001_029;[6, 6, 1, 1, 1, 1];6;C=C;-49275.82155547546
29;-545.0593140481195;['C', 'C', 'H', 'H', 'H', 'H'];[[0.636639, -0.189253, 0.153969], [-0.653234, 0.161398, -0.160698], [1.292051, -1.024567, -0.144208], [1.134915, 0.705581, 0.478332], [-0.969294, 1.187633, 0.263518], [-1.241812, -0.575705, -0.524882]];[0.0619, 0.0212, -0.0545];[[-31.893693616350138, 44.64695238591358, -30.37284609926641], [93.24043344522843, 40.81404789994809, 68.66031844446047], [-22.138076628851326, 1.4419548424565387, 5.058271484813038], [24.59056919916738, -1.4494895494245401, 16.363635634267645], [-1.187785958049641, -44.823976495924775, -27.567001385885828], [-62.61144644114471, -40.62948789714785, -32.14237689256787]];2;mc_amon00011_001_030;[6, 6, 1, 1, 1, 1];6;C=C;-49279.26315616125
30;-538.6772413033214;['C', 'C', 'H', 'H', 'H', 'H'];[[0.626306, -0.172452, 0.12316], [-0.622266, 0.161798, -0.163503], [1.166806, -1.15656, 0.055855], [1.114573, 0.708542, 0.557742], [-1.070803, 1.187298, 0.450847], [-1.258787, -0.657941, -0.550312]];[0.0893, -0.2149, 0.3464];[[23.72195409234207, 21.93039311552605, 16.667623232734925], [-43.18781262476326, 15.672055309843001, 48.32869789066644], [-17.1961258885476, 27.65857048756494, -10.531596939518751], [20.895878085983664, -19.600086360645303, 4.896240896190483], [24.56378387323203, -70.44697723704519, -61.93990174922422], [-8.797677538246894, 24.786044684756494, 2.5789378549721667]];2;mc_amon00011_001_031;[6, 6, 1, 1, 1, 1];6;C=C;-49272.881083416454
31;-553.1043880539216;['C', 'C', 'H', 'H', 'H', 'H'];[[0.641495, -0.125465, 0.113413], [-0.628452, 0.127467, -0.124402], [1.054952, -1.168011, 0.047757], [1.314182, 0.542344, 0.651801], [-1.082348, 1.073345, 0.155344], [-1.435008, -0.486923, -0.70969]];[-0.0708, 0.0316, 0.1543];[[21.86769757065586, -48.49101307634161, 20.037034144631495], [-60.66225308599011, -0.6744191221519149, -32.68296069326407], [-7.406978624966448, 24.424508004787153, -13.995612654988996], [-7.62727334518576, 5.684873558841301, -2.963640735024427], [6.4148104510322295, 8.098762910612132, -0.3652257692638709], [47.41399703445422, 10.957288910073991, 29.970404522088824]];2;mc_amon00011_001_032;[6, 6, 1, 1, 1, 1];6;C=C;-49287.30823016706
